;artista;musica;letra;selecionado
649;Maria Bethânia;Iansã;"""Para onde vai a minha vida e quem a leva?
Porque eu faço sempre o que não queria?
Que destino contínuo se passa em mim na treva?
Que parte de mim, que eu desconheço, é que me guia?""

Senhora das nuvens de chumbo
Senhora do mundo dentro de mim
Rainha dos raios, rainha dos raios
Rainha dos raios, tempo bom, tempo ruim
Senhora das chuvas de junho 
Senhora de tudo dentro de mim 
Rainha dos raios, rainha dos raios
Rainha dos raios, tempo bom, tempo ruim 
Eu sou o céu para as tuas tempestades
Um céu partido ao meio no meio da tarde 
Eu sou um céu para as tuas tempestades 
Deusa pagã dos relâmpagos
Das chuvas de todo ano 
Dentro de mim, dentro de mim";1
650;Ana Carolina;Quem de Nós Dois;"Eu e você
Não é assim tão complicado
Não é difícil perceber

Quem de nós dois
Vai dizer que é impossível
O amor acontecer

Se eu disser
Que já nem sinto nada
Que a estrada sem você
É mais segura
Eu sei você vai rir da minha cara
Eu já conheço o teu sorriso
Leio o teu olhar
Teu sorriso é só disfarce
O que eu já nem preciso

Sinto dizer que amo mesmo
Tá ruim pra disfarçar
Entre nós dois
Não cabe mais nenhum segredo
Além do que já combinamos

No vão das coisas que a gente disse
Não cabe mais sermos somente amigos
E quando eu falo que eu já nem quero
A frase fica pelo avesso
Meio na contra mão
E quando finjo que esqueço
Eu não esqueci nada

E cada vez que eu fujo, eu me aproximo mais
E te perder de vista assim é ruim demais
E é por isso que atravesso o teu futuro
E faço das lembranças um lugar seguro
Não é que eu queira reviver nenhum passado
Nem revirar um sentimento revirado
Mas toda vez que eu procuro uma saída
Acabo entrando sem querer na sua vida

Eu procurei qualquer desculpa pra não te encarar
Pra não dizer de novo e sempre a mesma coisa
Falar só por falar
Que eu já não tô nem aí pra essa conversa
Que a história de nós dois não me interessa
Se eu tento esconder meias verdades
Você conhece o meu sorriso
Lê o meu olhar
Meu sorriso é só disfarce
O que eu já nem preciso

E cada vez que eu fujo, eu me aproximo mais
E te perder de vista assim é ruim demais
E é por isso que atravesso o teu futuro
E faço das lembranças um lugar seguro
Não é que eu queira reviver nenhum passado
Nem revirar um sentimento revirado
Mas toda vez que eu procuro uma saída
Acabo entrando sem querer na sua vida";1
651;Ana Carolina;É Isso Ai;"É isso aí
Como a gente achou que ia ser
A vida tão simples é boa
Quase sempre

É isso aí
Os passos vão pelas ruas
Ninguém reparou na lua
A vida sempre continua

Eu não sei parar de te olhar
Eu não sei parar de te olhar
Não vou parar de te olhar
Eu não me canso de olhar
Não sei parar
De te olhar

É isso aí
Há quem acredite em milagres
Há quem cometa maldades
Há quem não saiba dizer a verdade

É isso aí
Um vendedor de flores
Ensinar seus filhos a escolher seus amores

Eu não sei parar de te olhar
Não sei parar de te olhar
Não vou parar de te olhar
Eu não me canso de olhar
Eu não vou parar...de te olhar
Eu não sei parar...de te olhar";1
652;Ana Carolina;Garganta;"Minha garganta estranha quando não te vejo
Me vem um desejo doido de gritar

Minha garganta arranha a tinta e os azulejos
Do teu quarto, da cozinha, da sala de estar

Minha garganta arranha a tinta e os azulejos
Do teu quarto, da cozinha, da sala de estar

Venho  madrugada perturbar teu sono
Como um cão sem dono me ponho a ladrar

Atravesso o travesseiro, te reviro pelo avesso
Tua cabeça enlouqueço, faço ela rodar

Atravesso o travesseiro, te reviro pelo avesso
Tua cabeça enlouqueço, faço ela rodar

Sei que não sou santa, as vezes vou na cara dura
As vezes ajo com candura pra te conquistar

Mas não sou beata, me criei na rua
E não mudo minha postura só pra te agradar

Pois não sou beata, me criei na rua
E não mudo minha postura só pra te agradar

Vim parar nessa cidade, por força da circunstância
Sou assim desde criança, me criei meio sem lar

Aprendi a me virar sozinha,
e se eu tô te dando linha é pra depois te abandonar

Aprendi a me virar sozinha
e se eu tô te dando linha é pra depois te abandonar";1
653;Ana Carolina;Confesso;"A música de autoria do compositor Ana Carolina
foi removida por solicitação dos titulares da obra.

Nossa equipe está em contato com os detentores deste conteúdo
para liberar a publicação.";1
654;Ana Carolina;Encostar Na Tua;"A música de autoria do compositor Ana Carolina
foi removida por solicitação dos titulares da obra.

Nossa equipe está em contato com os detentores deste conteúdo
para liberar a publicação.";1
655;Ana Carolina;Nua;"A música de autoria do compositor Ana Carolina
foi removida por solicitação dos titulares da obra.

Nossa equipe está em contato com os detentores deste conteúdo
para liberar a publicação.";1
656;Ana Carolina;Amor Perfeito;"Fecho os olhos pra não ver passar o tempo
Sinto falta de você
Anjo bom amor perfeito no meu peito
Sem você eu não sei viver
Então vem que eu conto os dias
Conto as horas pra te ver
Eu não consigo te esquecer
Cada minuto e muito tempo sem você, Sem você...
Os minutos vão passando lentamente
Não tem hora pra chegar
Até quando te querendo e te amando
Coração quer te encontrar ( Então vem )
Que nos seus braços esse amor e uma canção
Eu não consigo te esquecer
Cada minuto e muito tempo sem você ( Sem você )

Eu não vou saber me acostumar
Sem as tuas mãos pra me acalmar
Sem seu olhar pra me entender
Sem seu carinho amor sem você

Vem me tirar da solidão
Fazer feliz meu coração
Já não importa quem errou
O que passou, passou ..

Então vem que eu conto os dias
Conto as horas pra te vê
Eu não consigo te esquece
Cada minuto e muito tempo sem você ( Sem você )
Os minutos vão passando lentamente
Não tem hora pra chega
Até quando te querendo e te amando
Coração quer te encontrar ( Então vem )
Que nos seus braços esse amor e uma canção
Eu não consigo te esquecer
Cada minuto e muito tempo sem você ( Sem você )

Eu não vou saber me acostumar
Sem as tuas mãos pra me acalmar
Sem teu olhar pra me entender
Sem teu carinho amor sem você

Vem me tirar da solidão
Fazer feliz o meu coração
Já não importa quem errou
O que passou, passou

Então vem";1
657;Ana Carolina;Simplesmente Aconteceu;"Simplesmente aconteceu
Não tem mais você e eu
No jardim dos sonhos
No primeiro raio de luar
Simplesmente amanheceu
Tudo volta a ser só eu

Nos espelhos
Nas paredes de qualquer lugar
Não tem segredo
Não tenha medo de querer voltar
A culpa é minha eu tenho vício de me machucar

De me machucar
Lentamente aconteceu
Seu olhar largou do meu
Sem destino

Sem caminho certo pra voltar
Não tem segredo
Não tenha medo de querer voltar
A culpa é minha eu tenho vício de me machucar

De me machucar
Ninguém ama porque quer
O amor nos escolheu você e eu
Não tem segredo
Não tenha medo de querer voltar

A culpa é minha eu tenho vício de me machucar
De me machucar
Simplesmente aconteceu
Quem ganhou e quem perdeu
Não importa agora";1
658;Ana Carolina;Poema: Te Olho Nos Olhos;"Te olho nos olhos e você reclama
Que te olho muito profundamente.

Desculpa,
Tudo que vivi foi profundamente...
Eu te ensinei quem sou...
E você foi me tirando...
Os espaços entre os abraços,
Guarda-me apenas uma fresta.

Eu que sempre fui livre,
Não importava o que os outros dissessem.

Até onde posso ir para te resgatar?

Reclama de mim, como se houvesse a possibilidade...
De me inventar de novo.

Desculpa...se te olho profundamente,
Rente à pele...
A ponto de ver seus ancestrais...
Nos seus traços.

A ponto de ver a estrada...
Muito antes dos seus passos.

Eu não vou separar as minhas vitórias
Dos meus fracassos!

Eu não vou renunciar a mim;

Nenhuma parte, nenhum pedaço do meu ser
Vibrante, errante, sujo, livre, quente.

Eu quero estar viva e permanecer
Te olhando profundamente.""";1
659;Ana Carolina;Rosas;"Você pode me ver do jeito que quiser
Eu não vou fazer esforço pra te contrariar
De tantas mil maneiras que eu posso ser
Estou certa que uma delas vai te agradar (2x)

Porque eu sou feita pro amor da cabeça aos pés
E não faço outra coisa do que me doar
Se causei alguma dor não foi por querer
Nunca tive a intenção de te machucar

Porque eu gosto é de rosas e rosas e rosas
Acompanhadas de um bilhete me deixam nervosa
Toda mulher gosta de rosas e rosas e rosas
Muitas vezes são vermelhas mas sempre são rosas

Se o teu santo por acaso não bater com o meu
Eu retomo o meu caminho e nada a declarar
Meia culpa cada um que vá cuidar do seu
Se for só um arranhão eu não vou nem soprar

Porque eu sou feita pro amor da cabeça aos pés
E não faço outra coisa do que me doar
Se causei alguma dor não foi por querer
Nunca tive a intenção de te machucar

Porque eu gosto é de rosas e rosas e rosas
Acompanhadas de um bilhete me deixam nervosa
Toda mulher gosta de rosas e rosas e rosas
Muitas vezes são vermelhas mas sempre são rosas

Você pode me ver do jeito que quiser
Eu não vou fazer esforço pra te contrariar
De tantas mil maneiras que eu posso ser
Estou certa que uma delas vai te agradar";1
660;Ana Carolina;Não Tem no Mapa;"Às vezes eu me chamo por aí
E eu mesmo digo que não tô
E lá fora meu desejo
Meu olhar
Um pra cada lado
Pra te procurar

Eu queria te esquecer
Mas quem vai me ensinar

Eu acelero
Eu corro
Não tem placa
É outra rua que não tem no mapa
Perdida por você
Deixada por você

Às vezes eu te chamo por aí
Mas ninguém me diz pra onde a vida te levou
Mas lá se foram
Seu desejo, seu olhar
Um pra cada lado
Pra me complicar

Eu queria te esquecer
Mas quem vai me ensinar?

Eu acelero
Eu corro
Não tem placa
É outra rua que não tem no mapa
Perdida por você
Deixada por você";1
661;Ana Carolina;Fogueira em Alto Mar;"Você surgiu
Como uma luz na madrugada
Do nada
Me sorriu
Me pareceu fácil ou quase impossível
Incrível

Ao te ver me vi do início ao fim
Mexeu com tudo aqui dentro de mim
E depois se foi
Sumiu

Eu vou te achar
Nem que eu acenda uma fogueira em alto mar
Vou ser seu Sol, sua ilha, seu amanhecer
Mais de um milhão de vezes vou me apaixonar
De novo por você

Você surgiu
Como uma luz na madrugada
Do nada
Me sorriu
Me pareceu fácil ou quase impossível
Incrível

Ao te ver me vi do início ao fim
Mexeu com tudo aqui dentro de mim
E depois se foi
Sumiu

Eu vou te achar
Nem que eu acenda uma fogueira em alto mar
Vou ser seu Sol, sua ilha, seu amanhecer
Mais de um milhão de vezes vou me apaixonar
De novo por você";1
662;Ana Carolina;O Tempo Se Transforma em Memória;"Quando seu olhar cruzou com o meu
Nem sei como aconteceu
O amor bateu
E tudo se acendeu
Eu te vi dançar e balancei
Você quis beijar e eu beijei
Quis sonhar
Sonhei
Quis amar
Amei
Amei

Não quero metade
Quero inteiro
O paraíso é nosso paradeiro
E aí já não tem mais saída
Você é o grande amor da minha vida
Você finge que não vê futuro
Mas seu olhos brilham no escuro
Vem jogar que gosto do seu jogo
Só você pra me fazer feliz de novo
Vem dizer que me adora
Vem agora
Vem agora
Vem agora

Quando seu olhar cruzou com o meu
Nem sei como aconteceu
O amor bateu
E tudo se acendeu
Eu te dançar e balancei
Você quis beijar e eu beijei
Quis sonhar
Sonhei
Quis amar
Amei
Amei

O tempo se transforma em memória
Enquanto dura nossa história
Eu olho a frente
Busco por você
Não quero metade
Quero inteiro
O paraíso é nosso paradeiro
E aí já não tem mais saída
Você é o grande amor da minha vida
Você finge que não vê futuro
Mas seu olhos brilham no escuro
Vem jogar que gosto do seu jogo
Só você pra me fazer feliz de novo
Vem dizer que me adora
Vem agora
Vem agora
Vem agora
Vem agora";1
663;Ana Carolina;Pra Rua Me Levar;"A música de autoria do compositor Ana Carolina
foi removida por solicitação dos titulares da obra.

Nossa equipe está em contato com os detentores deste conteúdo
para liberar a publicação.";1
664;Ana Carolina;O Que é Que Há?;"O que é que há?
O que é que tá
Se passando
Com essa cabeça?

O que é que há?
O que é que tá
Me faltando pra que
Eu te conheça melhor?

Pra que eu te receba sem choque
Pra que eu te perceba
No toque das mãos
Em seu coração

O que é que há?
Porque é que a tanto tempo
Você não procura meu ombro?

Porque será?
Porque será que esse fogo
Não queima o que tem pra queimar?
Que a gente não ama
O que tem pra se amar
Que o sol tá se pondo
E a gente não larga
Essa angústia do olhar ah ah ah

Telefona não deixa que eu fuja
Me ocupa os espaços vazios
Me arranca dessa ansiedade
Me acolhe, me acalma
Em seus braços macios
Macios";1
665;Ana Carolina;Evidências;"Quando eu digo que deixei de te amar
É porque eu te amo
Quando eu digo que não quero mais você,
É porque eu te quero

Eu tenho medo de te dar meu coração
E confessar que eu estou nas tuas mãos
Mas não posso imaginar o que vai ser de mim
Se eu te perder um dia

Me afasto e me defendo de você, 
Mas depois me entrego
Faço tipo, falo coisas que eu não sou,
Mas depois eu nego
Mas a verdade é que eu sou louco por você
E tenho medo de pensar em te perder
Eu preciso aceitar que não dá mais 
Para separar as nossas vidas

E nessa loucura de dizer que não te quero
Vou negando as aparências, 
Disfarçando as evidências
Mas para que viver fingindo
Se eu não posso enganar meu coração

Eu sei que te amo, 
Chega de mentiras
De negar o meu desejo
Eu te quero mais do que tudo, 
Eu preciso do seu beijo
Eu entrego a minha vida 
Para você fazer o que quiser de mim
Só quero ouvir você dizer que sim

Diz que é verdade, que tem saudade
Que ainda você pensa muito em mim
Diz que é verdade, que tem saudade,
Que ainda você quer viver pra mim...";1
666;Ana Carolina;Cabide (part. Luiz Melodia);"E se eu fugir e sair por ai na noitada
Me acabando de rir
E se eu disser que não digo, e não ligo, e que fico
E que só vou aprontar
É que eu sambo direitinho, assim bem miudinho,
Cê não sabe acompanhar
Vou arrancar sua blusa e pôr no meu cabide só pra pendurar
Quero ver se você tem atitude
E se vai me encarar

E se eu sumir dos lugares, dos bares, esquinas
E ninguém me encontrar
E se me virem sambando até de madrugada
E você for até lá
É que eu sambo direitinho assim bem miudinho,
Sei que você vai gostar
Vou arrancar sua blusa e pôr no meu cabide só pra pendurar
Quero ver se você tem atitude e se vai me encarar

Chega de fazer fumaça, de contar vantagem
Quero ver chegar junto pra me juntar
Me fazer sentir mais viva
Me apertar o corpo e a alma
Me fazendo suar
Quero beijos sem tréguas
Quero sete mil léguas sem descansar
Quero ver se você tem atitude e se vai me encarar.

E se eu fugir e sair por ai na noitada
Me acabando de rir
E se eu disser que não digo, e não ligo, e que fico
E que só vou aprontar
É que eu mando direitinho, assim bem miudinho,
Sei que você vai gostar
Vou arrancar sua blusa e pôr no meu cabide só pra pendurar
Quero ver se você tem atitude e se vai encarar
Quero ver se você tem atitude e se vai me encarar
Quero ver se você tem atitude e se vai me encarar";1
667;Ana Carolina;Problemas;"A música de autoria do compositor Ana Carolina
foi removida por solicitação dos titulares da obra.

Nossa equipe está em contato com os detentores deste conteúdo
para liberar a publicação.";1
